strategy,feasible_fixed,fixed_expected_profit,feasible_bayes,bayes_expected_profit,bayes_profit_sd,bayes_profit_q05
0100001100110011,0,-inf,0,-inf,,
0100000000010100,1,-199.755705,1,-337.052399,,
0100000000010101,0,-inf,0,-inf,,
0100000000010110,1,-131.410097,1,-235.135853,,
0100000000010111,0,-inf,0,-inf,,
0100001000010100,1,-161.516079,1,-274.810215,,
0100001000010101,0,-inf,0,-inf,,
0100001000010110,1,-104.005031,1,-190.231126,,
0100001000010111,0,-inf,0,-inf,,
0100000100010100,1,-165.977368,1,-281.51196,,
0100000100010101,0,-inf,0,-inf,,
0100000100010110,1,-108.466321,1,-196.801174,,
0100000100010111,0,-inf,0,-inf,,
0100001100010100,1,-130.541981,1,-225.026651,,
0100001100010101,0,-inf,0,-inf,,
0100001100010110,1,-82.782038,1,-155.559288,,
0100001100010111,0,-inf,0,-inf,,
0100000000110100,0,-inf,0,-inf,,
0100000000110101,0,-inf,0,-inf,,
0100000000110110,0,-inf,0,-inf,,
0100000000110111,0,-inf,0,-inf,,
0100001000110100,0,-inf,0,-inf,,
0100001000110101,0,-inf,0,-inf,,
0100001000110110,0,-inf,0,-inf,,
0100001000110111,0,-inf,0,-inf,,
0100000100110100,0,-inf,0,-inf,,
0100000100110101,0,-inf,0,-inf,,
0100000100110110,0,-inf,0,-inf,,
0100000100110111,0,-inf,0,-inf,,
0100001100110100,1,-107.426127,1,-186.927646,,
0100001100110101,0,-inf,0,-inf,,
0100001100110110,1,-68.442178,1,-130.748998,,
0100001100110111,0,-inf,0,-inf,,
0101000000010000,1,-159.604097,1,-271.655454,,
0101000000010001,0,-inf,0,-inf,,
0101000000010010,1,-102.09305,1,-187.099605,,
0101000000010011,0,-inf,0,-inf,,
0101001000010000,1,-124.806037,1,-216.404522,,
0101001000010001,0,-inf,0,-inf,,
0101001000010010,1,-77.046094,1,-147.062118,,
0101001000010011,0,-inf,0,-inf,,
0101000100010000,1,-128.821198,1,-222.298707,,
0101000100010001,0,-inf,0,-inf,,
0101000100010010,1,-81.061255,1,-152.838606,,
0101000100010011,0,-inf,0,-inf,,
0101001100010000,1,-96.585193,1,-172.174436,,
0101001100010001,0,-inf,0,-inf,,
0101001100010010,1,-57.601244,1,-116.090773,,
0101001100010011,0,-inf,0,-inf,,
0101000000110000,1,-84.545446,1,-154.492666,,
0101000000110001,0,-inf,0,-inf,,
0101000000110010,1,-53.459893,1,-110.07222,,
0101000000110011,0,-inf,0,-inf,,
0101001000110000,1,-80.530286,1,-147.417171,,
0101001000110001,0,-inf,0,-inf,,
0101001000110010,1,-49.444732,1,-102.996725,,
0101001000110011,0,-inf,0,-inf,,
0101000100110000,1,-84.545446,1,-152.939629,,
0101000100110001,0,-inf,0,-inf,,
0101000100110010,1,-53.459893,1,-108.519183,,
0101000100110011,0,-inf,0,-inf,,
0101001100110000,1,-80.014051,1,-145.173588,,
0101001100110001,0,-inf,0,-inf,,
0101001100110010,1,-48.928497,1,-100.753143,,
0101001100110011,0,-inf,0,-inf,,
0101000000010100,1,-159.604097,1,-271.655454,,
0101000000010101,0,-inf,0,-inf,,
0101000000010110,1,-102.09305,1,-187.099605,,
0101000000010111,0,-inf,0,-inf,,
0101001000010100,1,-124.806037,1,-216.404522,,
0101001000010101,0,-inf,0,-inf,,
0101001000010110,1,-77.046094,1,-147.062118,,
0101001000010111,0,-inf,0,-inf,,
0101000100010100,1,-128.821198,1,-222.298707,,
0101000100010101,0,-inf,0,-inf,,
0101000100010110,1,-81.061255,1,-152.838606,,
0101000100010111,0,-inf,0,-inf,,
0101001100010100,1,-96.585193,1,-172.174436,,
0101001100010101,0,-inf,0,-inf,,
0101001100010110,1,-57.601244,1,-116.090773,,
0101001100010111,0,-inf,0,-inf,,
0101000000110100,0,-inf,0,-inf,,
0101000000110101,0,-inf,0,-inf,,
0101000000110110,0,-inf,0,-inf,,
0101000000110111,0,-inf,0,-inf,,
0101001000110100,0,-inf,0,-inf,,
0101001000110101,0,-inf,0,-inf,,
0101001000110110,0,-inf,0,-inf,,
0101001000110111,0,-inf,0,-inf,,
0101000100110100,0,-inf,0,-inf,,
0101000100110101,0,-inf,0,-inf,,
0101000100110110,0,-inf,0,-inf,,
0101000100110111,0,-inf,0,-inf,,
0101001100110100,1,-75.471183,1,-138.250589,,
0101001100110101,0,-inf,0,-inf,,
0101001100110110,1,-44.385629,1,-93.830143,,
0101001100110111,0,-inf,0,-inf,,
0100100000010000,1,-161.516079,1,-275.474795,,
0100100000010001,0,-inf,0,-inf,,
0100100000010010,1,-104.005031,1,-190.722082,,
0100100000010011,0,-inf,0,-inf,,
0100101000010000,1,-126.52682,1,-219.767822,,
0100101000010001,0,-inf,0,-inf,,
0100101000010010,1,-78.766878,1,-150.252696,,
0100101000010011,0,-inf,0,-inf,,
0100100100010000,1,-130.541981,1,-225.631661,,
0100100100010001,0,-inf,0,-inf,,
0100100100010010,1,-82.782038,1,-156.010764,,
0100100100010011,0,-inf,0,-inf,,
0100101100010000,1,-98.133898,1,-175.107307,,
0100101100010001,0,-inf,0,-inf,,
0100101100010010,1,-59.149949,1,-118.882961,,
0100101100010011,0,-inf,0,-inf,,
0100100000110000,1,-85.939281,1,-157.117588,,
0100100000110001,0,-inf,0,-inf,,
0100100000110010,1,-54.853727,1,-112.576236,,
0100100000110011,0,-inf,0,-inf,,
0100101000110000,1,-81.92412,1,-150.030841,,
0100101000110001,0,-inf,0,-inf,,
0100101000110010,1,-50.838566,1,-105.489489,,
0100101000110011,0,-inf,0,-inf,,
0100100100110000,1,-85.939281,1,-155.554915,,
0100100100110001,0,-inf,0,-inf,,
0100100100110010,1,-54.853727,1,-111.013563,,
0100100100110011,0,-inf,0,-inf,,
0100101100110000,1,-81.407885,1,-147.776564,,
0100101100110001,0,-inf,0,-inf,,
0100101100110010,1,-50.322331,1,-103.235212,,
0100101100110011,0,-inf,0,-inf,,
0100100000010100,1,-161.516079,1,-275.474795,,
0100100000010101,0,-inf,0,-inf,,
0100100000010110,1,-104.005031,1,-190.722082,,
0100100000010111,0,-inf,0,-inf,,
0100101000010100,1,-126.52682,1,-219.767822,,
0100101000010101,0,-inf,0,-inf,,
0100101000010110,1,-78.766878,1,-150.252696,,
0100101000010111,0,-inf,0,-inf,,
0100100100010100,1,-130.541981,1,-225.631661,,
0100100100010101,0,-inf,0,-inf,,
0100100100010110,1,-82.782038,1,-156.010764,,
0100100100010111,0,-inf,0,-inf,,
0100101100010100,1,-98.133898,1,-175.107307,,
0100101100010101,0,-inf,0,-inf,,
0100101100010110,1,-59.149949,1,-118.882961,,
0100101100010111,0,-inf,0,-inf,,
0100100000110100,0,-inf,0,-inf,,
0100100000110101,0,-inf,0,-inf,,
0100100000110110,0,-inf,0,-inf,,
0100100000110111,0,-inf,0,-inf,,
0100101000110100,0,-inf,0,-inf,,
0100101000110101,0,-inf,0,-inf,,
0100101000110110,0,-inf,0,-inf,,
0100101000110111,0,-inf,0,-inf,,
0100100100110100,0,-inf,0,-inf,,
0100100100110101,0,-inf,0,-inf,,
0100100100110110,0,-inf,0,-inf,,
0100100100110111,0,-inf,0,-inf,,
0100101100110100,1,-76.865017,1,-140.841081,,
0100101100110101,0,-inf,0,-inf,,
0100101100110110,1,-45.779464,1,-96.299729,,
0100101100110111,0,-inf,0,-inf,,
0101100000010000,1,-124.806037,1,-216.975032,,
0101100000010001,0,-inf,0,-inf,,
0101100000010010,1,-77.046094,1,-147.485304,,
0101100000010011,0,-inf,0,-inf,,
0101101000010000,1,-92.971548,1,-167.534699,,
0101101000010001,0,-inf,0,-inf,,
0101101000010010,1,-53.9876,1,-111.416009,,
0101101000010011,0,-inf,0,-inf,,
0101100100010000,1,-96.585193,1,-172.694129,,
0101100100010001,0,-inf,0,-inf,,
0101100100010010,1,-57.601244,1,-116.480043,,
0101100100010011,0,-inf,0,-inf,,
0101101100010000,1,-67.108177,1,-127.867401,,
0101101100010001,0,-inf,0,-inf,,
0101101100010010,1,-36.022623,1,-83.409308,,
0101101100010011,0,-inf,0,-inf,,
0101100000110000,1,-55.854255,1,-111.646122,,
0101100000110001,0,-inf,0,-inf,,
0101100000110010,1,-31.877256,1,-77.442034,,
0101100000110011,0,-inf,0,-inf,,
0101101000110000,1,-52.24061,1,-105.428029,,
0101101000110001,0,-inf,0,-inf,,
0101101000110010,1,-28.263612,1,-71.223941,,
0101101000110011,0,-inf,0,-inf,,
0101100100110000,1,-55.854255,1,-110.277493,,
0101100100110001,0,-inf,0,-inf,,
0101100100110010,1,-31.877256,1,-76.073405,,
0101100100110011,0,-inf,0,-inf,,
0101101100110000,1,-51.775998,1,-103.452424,,
0101101100110001,0,-inf,0,-inf,,
0101101100110010,1,-27.799,1,-69.248337,,
0101101100110011,0,-inf,0,-inf,,
0101100000010100,1,-124.806037,1,-216.975032,,
0101100000010101,0,-inf,0,-inf,,
0101100000010110,1,-77.046094,1,-147.485304,,
0101100000010111,0,-inf,0,-inf,,
0101101000010100,1,-92.971548,1,-167.534699,,
0101101000010101,0,-inf,0,-inf,,
0101101000010110,1,-53.9876,1,-111.416009,,
0101101000010111,0,-inf,0,-inf,,
0101100100010100,1,-96.585193,1,-172.694129,,
0101100100010101,0,-inf,0,-inf,,
0101100100010110,1,-57.601244,1,-116.480043,,
0101100100010111,0,-inf,0,-inf,,
0101101100010100,1,-67.108177,1,-127.867401,,
0101101100010101,0,-inf,0,-inf,,
0101101100010110,1,-36.022623,1,-83.409308,,
0101101100010111,0,-inf,0,-inf,,
0101100000110100,0,-inf,0,-inf,,
0101100000110101,0,-inf,0,-inf,,
0101100000110110,0,-inf,0,-inf,,
0101100000110111,0,-inf,0,-inf,,
0101101000110100,0,-inf,0,-inf,,
0101101000110101,0,-inf,0,-inf,,
0101101000110110,0,-inf,0,-inf,,
0101101000110111,0,-inf,0,-inf,,
0101100100110100,0,-inf,0,-inf,,
0101100100110101,0,-inf,0,-inf,,
0101100100110110,0,-inf,0,-inf,,
0101100100110111,0,-inf,0,-inf,,
0101101100110100,1,-47.687418,1,-97.365615,,
0101101100110101,0,-inf,0,-inf,,
0101101100110110,1,-23.710419,1,-63.161527,,
0101101100110111,0,-inf,0,-inf,,
0100010000010000,1,-165.977368,1,-281.311876,,
0100010000010001,0,-inf,0,-inf,,
0100010000010010,1,-108.466321,1,-196.654874,,
0100010000010011,0,-inf,0,-inf,,
0100011000010000,1,-130.541981,1,-224.865037,,
0100011000010001,0,-inf,0,-inf,,
0100011000010010,1,-82.782038,1,-155.439964,,
0100011000010011,0,-inf,0,-inf,,
0100010100010000,1,-134.557142,1,-230.784011,,
0100010100010001,0,-inf,0,-inf,,
0100010100010010,1,-86.797199,1,-161.237725,,
0100010100010011,0,-inf,0,-inf,,
0100011100010000,1,-101.747542,1,-179.606521,,
0100011100010001,0,-inf,0,-inf,,
0100011100010010,1,-62.763594,1,-123.452907,,
0100011100010011,0,-inf,0,-inf,,
0100010000110000,1,-89.191561,1,-161.04783,,
0100010000110001,0,-inf,0,-inf,,
0100010000110010,1,-58.106007,1,-116.567749,,
0100010000110011,0,-inf,0,-inf,,
0100011000110000,1,-85.1764,1,-153.962262,,
0100011000110001,0,-inf,0,-inf,,
0100011000110010,1,-54.090846,1,-109.482181,,
0100011000110011,0,-inf,0,-inf,,
0100010100110000,1,-89.191561,1,-159.491938,,
0100010100110001,0,-inf,0,-inf,,
0100010100110010,1,-58.106007,1,-115.011857,,
0100010100110011,0,-inf,0,-inf,,
0100011100110000,1,-84.660165,1,-151.715091,,
0100011100110001,0,-inf,0,-inf,,
0100011100110010,1,-53.574612,1,-107.23501,,
0100011100110011,0,-inf,0,-inf,,
0100010000010100,1,-165.977368,1,-281.311876,,
0100010000010101,0,-inf,0,-inf,,
0100010000010110,1,-108.466321,1,-196.654874,,
0100010000010111,0,-inf,0,-inf,,
0100011000010100,1,-130.541981,1,-224.865037,,
0100011000010101,0,-inf,0,-inf,,
0100011000010110,1,-82.782038,1,-155.439964,,
0100011000010111,0,-inf,0,-inf,,
0100010100010100,1,-134.557142,1,-230.784011,,
0100010100010101,0,-inf,0,-inf,,
0100010100010110,1,-86.797199,1,-161.237725,,
0100010100010111,0,-inf,0,-inf,,
0100011100010100,1,-101.747542,1,-179.606521,,
0100011100010101,0,-inf,0,-inf,,
0100011100010110,1,-62.763594,1,-123.452907,,
0100011100010111,0,-inf,0,-inf,,
0100010000110100,0,-inf,0,-inf,,
0100010000110101,0,-inf,0,-inf,,
0100010000110110,0,-inf,0,-inf,,
0100010000110111,0,-inf,0,-inf,,
0100011000110100,0,-inf,0,-inf,,
0100011000110101,0,-inf,0,-inf,,
0100011000110110,0,-inf,0,-inf,,
0100011000110111,0,-inf,0,-inf,,
0100010100110100,0,-inf,0,-inf,,
0100010100110101,0,-inf,0,-inf,,
0100010100110110,0,-inf,0,-inf,,
0100010100110111,0,-inf,0,-inf,,
0100011100110100,1,-80.117298,1,-144.785618,,
0100011100110101,0,-inf,0,-inf,,
0100011100110110,1,-49.031744,1,-100.305537,,
0100011100110111,0,-inf,0,-inf,,
0101010000010000,1,-128.821198,1,-222.107362,,
0101010000010001,0,-inf,0,-inf,,
0101010000010010,1,-81.061255,1,-152.698266,,
0101010000010011,0,-inf,0,-inf,,
0101011000010000,1,-96.585193,1,-172.018043,,
0101011000010001,0,-inf,0,-inf,,
0101011000010010,1,-57.601244,1,-115.975036,,
0101011000010011,0,-inf,0,-inf,,
0101010100010000,1,-100.198838,1,-177.224244,,
0101010100010001,0,-inf,0,-inf,,
0101010100010010,1,-61.214889,1,-121.072987,,
0101010100010011,0,-inf,0,-inf,,
0101011100010000,1,-70.360457,1,-131.824628,,
0101011100010001,0,-inf,0,-inf,,
0101011100010010,1,-39.274903,1,-87.425945,,
0101011100010011,0,-inf,0,-inf,,
0101010000110000,1,-58.781307,1,-115.104373,,
0101010000110001,0,-inf,0,-inf,,
0101010000110010,1,-34.804308,1,-80.951531,,
0101010000110011,0,-inf,0,-inf,,
0101011000110000,1,-55.167662,1,-108.887401,,
0101011000110001,0,-inf,0,-inf,,
0101011000110010,1,-31.190664,1,-74.734559,,
0101011000110011,0,-inf,0,-inf,,
0101010100110000,1,-58.781307,1,-113.741473,,
0101010100110001,0,-inf,0,-inf,,
0101010100110010,1,-34.804308,1,-79.588631,,
0101010100110011,0,-inf,0,-inf,,
0101011100110000,1,-54.703051,1,-106.9178,,
0101011100110001,0,-inf,0,-inf,,
0101011100110010,1,-30.726052,1,-72.764958,,
0101011100110011,0,-inf,0,-inf,,
0101010000010100,1,-128.821198,1,-222.107362,,
0101010000010101,0,-inf,0,-inf,,
0101010000010110,1,-81.061255,1,-152.698266,,
0101010000010111,0,-inf,0,-inf,,
0101011000010100,1,-96.585193,1,-172.018043,,
0101011000010101,0,-inf,0,-inf,,
0101011000010110,1,-57.601244,1,-115.975036,,
0101011000010111,0,-inf,0,-inf,,
0101010100010100,1,-100.198838,1,-177.224244,,
0101010100010101,0,-inf,0,-inf,,
0101010100010110,1,-61.214889,1,-121.072987,,
0101010100010111,0,-inf,0,-inf,,
0101011100010100,1,-70.360457,1,-131.824628,,
0101011100010101,0,-inf,0,-inf,,
0101011100010110,1,-39.274903,1,-87.425945,,
0101011100010111,0,-inf,0,-inf,,
0101010000110100,0,-inf,0,-inf,,
0101010000110101,0,-inf,0,-inf,,
0101010000110110,0,-inf,0,-inf,,
0101010000110111,0,-inf,0,-inf,,
0101011000110100,0,-inf,0,-inf,,
0101011000110101,0,-inf,0,-inf,,
0101011000110110,0,-inf,0,-inf,,
0101011000110111,0,-inf,0,-inf,,
0101010100110100,0,-inf,0,-inf,,
0101010100110101,0,-inf,0,-inf,,
0101010100110110,0,-inf,0,-inf,,
0101010100110111,0,-inf,0,-inf,,
0101011100110100,1,-50.61447,1,-100.836168,,
0101011100110101,0,-inf,0,-inf,,
0101011100110110,1,-26.637471,1,-66.683326,,
0101011100110111,0,-inf,0,-inf,,
0100110000010000,1,-130.541981,1,-225.47443,,
0100110000010001,0,-inf,0,-inf,,
0100110000010010,1,-82.782038,1,-155.894556,,
0100110000010011,0,-inf,0,-inf,,
0100111000010000,1,-98.133898,1,-174.983214,,
0100111000010001,0,-inf,0,-inf,,
0100111000010010,1,-59.149949,1,-118.790264,,
0100111000010011,0,-inf,0,-inf,,
0100110100010000,1,-101.747542,1,-180.162043,,
0100110100010001,0,-inf,0,-inf,,
0100110100010010,1,-62.763594,1,-123.871159,,
0100110100010011,0,-inf,0,-inf,,
0100111100010000,1,-71.754291,1,-134.409896,,
0100111100010001,0,-inf,0,-inf,,
0100111100010010,1,-40.668738,1,-89.888961,,
0100111100010011,0,-inf,0,-inf,,
0100110000110000,1,-60.035758,1,-117.417064,,
0100110000110001,0,-inf,0,-inf,,
0100110000110010,1,-36.058759,1,-83.159168,,
0100110000110011,0,-inf,0,-inf,,
0100111000110000,1,-56.422113,1,-111.190408,,
0100111000110001,0,-inf,0,-inf,,
0100111000110010,1,-32.445115,1,-76.932513,,
0100111000110011,0,-inf,0,-inf,,
0100110100110000,1,-60.035758,1,-116.045885,,
0100110100110001,0,-inf,0,-inf,,
0100110100110010,1,-36.058759,1,-81.78799,,
0100110100110011,0,-inf,0,-inf,,
0100111100110000,1,-55.957502,1,-109.211608,,
0100111100110001,0,-inf,0,-inf,,
0100111100110010,1,-31.980503,1,-74.953713,,
0100111100110011,0,-inf,0,-inf,,
0100110000010100,1,-130.541981,1,-225.47443,,
0100110000010101,0,-inf,0,-inf,,
0100110000010110,1,-82.782038,1,-155.894556,,
0100110000010111,0,-inf,0,-inf,,
0100111000010100,1,-98.133898,1,-174.983214,,
0100111000010101,0,-inf,0,-inf,,
0100111000010110,1,-59.149949,1,-118.790264,,
0100111000010111,0,-inf,0,-inf,,
0100110100010100,1,-101.747542,1,-180.162043,,
0100110100010101,0,-inf,0,-inf,,
0100110100010110,1,-62.763594,1,-123.871159,,
0100110100010111,0,-inf,0,-inf,,
0100111100010100,1,-71.754291,1,-134.409896,,
0100111100010101,0,-inf,0,-inf,,
0100111100010110,1,-40.668738,1,-89.888961,,
0100111100010111,0,-inf,0,-inf,,
0100110000110100,0,-inf,0,-inf,,
0100110000110101,0,-inf,0,-inf,,
0100110000110110,0,-inf,0,-inf,,
0100110000110111,0,-inf,0,-inf,,
0100111000110100,0,-inf,0,-inf,,
0100111000110101,0,-inf,0,-inf,,
0100111000110110,0,-inf,0,-inf,,
0100111000110111,0,-inf,0,-inf,,
0100110100110100,0,-inf,0,-inf,,
0100110100110101,0,-inf,0,-inf,,
0100110100110110,0,-inf,0,-inf,,
0100110100110111,0,-inf,0,-inf,,
0100111100110100,1,-51.868921,1,-103.119131,,
0100111100110101,0,-inf,0,-inf,,
0100111100110110,1,-27.891922,1,-68.861235,,
0100111100110111,0,-inf,0,-inf,,
0101110000010000,1,-96.585193,1,-172.541812,,
0101110000010001,0,-inf,0,-inf,,
0101110000010010,1,-57.601244,1,-116.367219,,
0101110000010011,0,-inf,0,-inf,,
0101111000010000,1,-67.108177,1,-127.74534,,
0101111000010001,0,-inf,0,-inf,,
0101111000010010,1,-36.022623,1,-83.318018,,
0101111000010011,0,-inf,0,-inf,,
0101110100010000,1,-70.360457,1,-132.302489,,
0101110100010001,0,-inf,0,-inf,,
0101110100010010,1,-39.274903,1,-87.786966,,
0101110100010011,0,-inf,0,-inf,,
0101111100010000,1,-43.087764,1,-91.722369,,
0101111100010001,0,-inf,0,-inf,,
0101111100010010,1,-19.110766,1,-57.535617,,
0101111100010011,0,-inf,0,-inf,,
0101110000110000,1,-32.290194,1,-76.428171,,
0101110000110001,0,-inf,0,-inf,,
0101110000110010,1,-14.710895,1,-51.249367,,
0101110000110011,0,-inf,0,-inf,,
0101111000110000,1,-29.037913,1,-70.964644,,
0101111000110001,0,-inf,0,-inf,,
0101111000110010,1,-11.458615,1,-45.78584,,
0101111000110011,0,-inf,0,-inf,,
0101110100110000,1,-32.290194,1,-75.227223,,
0101110100110001,0,-inf,0,-inf,,
0101110100110010,1,-14.710895,1,-50.048419,,
0101110100110011,0,-inf,0,-inf,,
0101111100110000,1,-28.619763,1,-69.230413,,
0101111100110001,0,-inf,0,-inf,,
0101111100110010,1,-11.040465,1,-44.051609,,
0101111100110011,0,-inf,0,-inf,,
0101110000010100,1,-96.585193,1,-172.541812,,
0101110000010101,0,-inf,0,-inf,,
0101110000010110,1,-57.601244,1,-116.367219,,
0101110000010111,0,-inf,0,-inf,,
0101111000010100,1,-67.108177,1,-127.74534,,
0101111000010101,0,-inf,0,-inf,,
0101111000010110,1,-36.022623,1,-83.318018,,
0101111000010111,0,-inf,0,-inf,,
0101110100010100,1,-70.360457,1,-132.302489,,
0101110100010101,0,-inf,0,-inf,,
0101110100010110,1,-39.274903,1,-87.786966,,
0101110100010111,0,-inf,0,-inf,,
0101111100010100,1,-43.087764,1,-91.722369,,
0101111100010101,0,-inf,0,-inf,,
0101111100010110,1,-19.110766,1,-57.535617,,
0101111100010111,0,-inf,0,-inf,,
0101110000110100,0,-inf,0,-inf,,
0101110000110101,0,-inf,0,-inf,,
0101110000110110,0,-inf,0,-inf,,
0101110000110111,0,-inf,0,-inf,,
0101111000110100,0,-inf,0,-inf,,
0101111000110101,0,-inf,0,-inf,,
0101111000110110,0,-inf,0,-inf,,
0101111000110111,0,-inf,0,-inf,,
0101110100110100,0,-inf,0,-inf,,
0101110100110101,0,-inf,0,-inf,,
0101110100110110,0,-inf,0,-inf,,
0101110100110111,0,-inf,0,-inf,,
0101111100110100,1,-24.94004,1,-63.883318,,
0101111100110101,0,-inf,0,-inf,,
0101111100110110,1,-7.360742,1,-38.704514,,
0101111100110111,0,-inf,0,-inf,,
0100000001010000,1,-94.146779,1,-170.795599,,
0100000001010001,0,-inf,0,-inf,,
0100000001010010,1,-63.061226,1,-126.34277,,
0100000001010011,0,-inf,0,-inf,,
0100001001010000,1,-64.495454,1,-125.517713,,
0100001001010001,0,-inf,0,-inf,,
0100001001010010,1,-40.518456,1,-91.38369,,
0100001001010011,0,-inf,0,-inf,,
0100000101010000,1,-67.422506,1,-129.581071,,
0100000101010001,0,-inf,0,-inf,,
0100000101010010,1,-43.445508,1,-95.36429,,
0100000101010011,0,-inf,0,-inf,,
0100001101010000,1,-40.067273,1,-88.722353,,
0100001101010001,0,-inf,0,-inf,,
0100001101010010,1,-22.487975,1,-63.578689,,
0100001101010011,0,-inf,0,-inf,,
0100000001110000,1,-27.820631,1,-70.753159,,
0100000001110001,0,-inf,0,-inf,,
0100000001110010,1,-15.999263,1,-53.518288,,
0100000001110011,0,-inf,0,-inf,,
0100001001110000,1,-24.893579,1,-65.953203,,
0100001001110001,0,-inf,0,-inf,,
0100001001110010,1,-13.072211,1,-48.718332,,
0100001001110011,0,-inf,0,-inf,,
0100000101110000,1,-27.820631,1,-69.699768,,
0100000101110001,0,-inf,0,-inf,,
0100000101110010,1,-15.999263,1,-52.464896,,
0100000101110011,0,-inf,0,-inf,,
0100001101110000,1,-24.517244,1,-64.431418,,
0100001101110001,0,-inf,0,-inf,,
0100001101110010,1,-12.695875,1,-47.196546,,
0100001101110011,0,-inf,0,-inf,,
0100000001010100,1,-94.146779,1,-170.795599,,
0100000001010101,0,-inf,0,-inf,,
0100000001010110,1,-63.061226,1,-126.34277,,
0100000001010111,0,-inf,0,-inf,,
0100001001010100,1,-64.495454,1,-125.517713,,
0100001001010101,0,-inf,0,-inf,,
0100001001010110,1,-40.518456,1,-91.38369,,
0100001001010111,0,-inf,0,-inf,,
0100000101010100,1,-67.422506,1,-129.581071,,
0100000101010101,0,-inf,0,-inf,,
0100000101010110,1,-43.445508,1,-95.36429,,
0100000101010111,0,-inf,0,-inf,,
0100001101010100,1,-40.067273,1,-88.722353,,
0100001101010101,0,-inf,0,-inf,,
0100001101010110,1,-22.487975,1,-63.578689,,
0100001101010111,0,-inf,0,-inf,,
0100000001110100,0,-inf,0,-inf,,
0100000001110101,0,-inf,0,-inf,,
0100000001110110,0,-inf,0,-inf,,
0100000001110111,0,-inf,0,-inf,,
0100001001110100,0,-inf,0,-inf,,
0100001001110101,0,-inf,0,-inf,,
0100001001110110,0,-inf,0,-inf,,
0100001001110111,0,-inf,0,-inf,,
0100000101110100,0,-inf,0,-inf,,
0100000101110101,0,-inf,0,-inf,,
0100000101110110,0,-inf,0,-inf,,
0100000101110111,0,-inf,0,-inf,,
0100001101110100,1,-21.205493,1,-59.736736,,
0100001101110101,0,-inf,0,-inf,,
0100001101110110,1,-9.384125,1,-42.501865,,
0100001101110111,0,-inf,0,-inf,,
0101000001010000,1,-87.136181,1,-158.630135,,
0101000001010001,0,-inf,0,-inf,,
0101000001010010,1,-56.050627,1,-114.177305,,
0101000001010011,0,-inf,0,-inf,,
0101001001010000,1,-58.185916,1,-114.841394,,
0101001001010001,0,-inf,0,-inf,,
0101001001010010,1,-34.208917,1,-80.707371,,
0101001001010011,0,-inf,0,-inf,,
0101000101010000,1,-61.112968,1,-118.895451,,
0101000101010001,0,-inf,0,-inf,,
0101000101010010,1,-37.13597,1,-84.678669,,
0101000101010011,0,-inf,0,-inf,,
0101001101010000,1,-34.388689,1,-79.345559,,
0101001101010001,0,-inf,0,-inf,,
0101001101010010,1,-16.80939,1,-54.201895,,
0101001101010011,0,-inf,0,-inf,,
0101000001110000,1,-22.709905,1,-62.515399,,
0101000001110001,0,-inf,0,-inf,,
0101000001110010,1,-10.888537,1,-45.280528,,
0101000001110011,0,-inf,0,-inf,,
0101001001110000,1,-19.782853,1,-57.715443,,
0101001001110001,0,-inf,0,-inf,,
0101001001110010,1,-7.961484,1,-40.480572,,
0101001001110011,0,-inf,0,-inf,,
0101000101110000,1,-22.709905,1,-61.462008,,
0101000101110001,0,-inf,0,-inf,,
0101000101110010,1,-10.888537,1,-44.227137,,
0101000101110011,0,-inf,0,-inf,,
0101001101110000,1,-19.406518,1,-56.193658,,
0101001101110001,0,-inf,0,-inf,,
0101001101110010,1,-7.585149,1,-38.958787,,
0101001101110011,0,-inf,0,-inf,,
0101000001010100,1,-87.136181,1,-158.630135,,
0101000001010101,0,-inf,0,-inf,,
0101000001010110,1,-56.050627,1,-114.177305,,
0101000001010111,0,-inf,0,-inf,,
0101001001010100,1,-58.185916,1,-114.841394,,
0101001001010101,0,-inf,0,-inf,,
0101001001010110,1,-34.208917,1,-80.707371,,
0101001001010111,0,-inf,0,-inf,,
0101000101010100,1,-61.112968,1,-118.895451,,
0101000101010101,0,-inf,0,-inf,,
0101000101010110,1,-37.13597,1,-84.678669,,
0101000101010111,0,-inf,0,-inf,,
0101001101010100,1,-34.388689,1,-79.345559,,
0101001101010101,0,-inf,0,-inf,,
0101001101010110,1,-16.80939,1,-54.201895,,
0101001101010111,0,-inf,0,-inf,,
0101000001110100,0,-inf,0,-inf,,
0101000001110101,0,-inf,0,-inf,,
0101000001110110,0,-inf,0,-inf,,
0101000001110111,0,-inf,0,-inf,,
0101001001110100,0,-inf,0,-inf,,
0101001001110101,0,-inf,0,-inf,,
0101001001110110,0,-inf,0,-inf,,
0101001001110111,0,-inf,0,-inf,,
0101000101110100,0,-inf,0,-inf,,
0101000101110101,0,-inf,0,-inf,,
0101000101110110,0,-inf,0,-inf,,
0101000101110111,0,-inf,0,-inf,,
0101001101110100,1,-16.094767,1,-51.498976,,
0101001101110101,0,-inf,0,-inf,,
0101001101110110,1,-4.273399,1,-34.264105,,
0101001101110111,0,-inf,0,-inf,,
0100100001010000,1,-89.048162,1,-161.84433,,
0100100001010001,0,-inf,0,-inf,,
0100100001010010,1,-57.962609,1,-117.391501,,
0100100001010011,0,-inf,0,-inf,,
0100101001010000,1,-59.906699,1,-117.662302,,
0100101001010001,0,-inf,0,-inf,,
0100101001010010,1,-35.929701,1,-83.528279,,
