strategy,feasible,expected_cost,expected_profit,num_states,infeasible_reason
1001001001110101,0,inf,-inf,0,Singular matrix
1001001001110110,0,inf,-inf,0,Singular matrix
1001001001110111,0,inf,-inf,0,Singular matrix
1001001001111000,0,inf,-inf,0,Singular matrix
1001001001111001,0,inf,-inf,0,Singular matrix
1001001001111010,0,inf,-inf,0,Singular matrix
1001001001111011,0,inf,-inf,0,Singular matrix
1001001001111100,0,inf,-inf,0,Singular matrix
1001001001111101,0,inf,-inf,0,Singular matrix
1001001001111110,0,inf,-inf,0,Singular matrix
1001001001111111,0,inf,-inf,0,Singular matrix
1001001010000000,1,256.931465,-56.931465,56,
1001001010000001,0,inf,-inf,0,Singular matrix
1001001010000010,1,232.954467,-32.954467,56,
1001001010000011,0,inf,-inf,0,Singular matrix
1001001010000100,1,256.931465,-56.931465,56,
1001001010000101,0,inf,-inf,0,Singular matrix
1001001010000110,1,232.954467,-32.954467,56,
1001001010000111,0,inf,-inf,0,Singular matrix
1001001010001000,1,256.931465,-56.931465,56,
1001001010001001,0,inf,-inf,0,Singular matrix
1001001010001010,1,232.954467,-32.954467,56,
1001001010001011,0,inf,-inf,0,Singular matrix
1001001010001100,1,256.931465,-56.931465,56,
1001001010001101,0,inf,-inf,0,Singular matrix
1001001010001110,1,232.954467,-32.954467,56,
1001001010001111,0,inf,-inf,0,Singular matrix
1001001010010000,0,inf,-inf,0,Singular matrix
1001001010010001,0,inf,-inf,0,Singular matrix
1001001010010010,0,inf,-inf,0,Singular matrix
1001001010010011,0,inf,-inf,0,Singular matrix
1001001010010100,0,inf,-inf,0,Singular matrix
1001001010010101,0,inf,-inf,0,Singular matrix
1001001010010110,0,inf,-inf,0,Singular matrix
1001001010010111,0,inf,-inf,0,Singular matrix
1001001010011000,0,inf,-inf,0,Singular matrix
1001001010011001,0,inf,-inf,0,Singular matrix
1001001010011010,0,inf,-inf,0,Singular matrix
1001001010011011,0,inf,-inf,0,Singular matrix
1001001010011100,0,inf,-inf,0,Singular matrix
1001001010011101,0,inf,-inf,0,Singular matrix
1001001010011110,0,inf,-inf,0,Singular matrix
1001001010011111,0,inf,-inf,0,Singular matrix
1001001010100000,1,218.766748,-18.766748,61,
1001001010100001,0,inf,-inf,0,Singular matrix
1001001010100010,1,206.945379,-6.945379,61,
1001001010100011,0,inf,-inf,0,Singular matrix
1001001010100100,0,inf,-inf,0,Singular matrix
1001001010100101,0,inf,-inf,0,Singular matrix
1001001010100110,0,inf,-inf,0,Singular matrix
1001001010100111,0,inf,-inf,0,Singular matrix
1001001010101000,1,218.766748,-18.766748,61,
1001001010101001,0,inf,-inf,0,Singular matrix
1001001010101010,1,206.945379,-6.945379,61,
1001001010101011,0,inf,-inf,0,Singular matrix
1001001010101100,0,inf,-inf,0,Singular matrix
1001001010101101,0,inf,-inf,0,Singular matrix
1001001010101110,0,inf,-inf,0,Singular matrix
1001001010101111,0,inf,-inf,0,Singular matrix
1001001010110000,0,inf,-inf,0,Singular matrix
1001001010110001,0,inf,-inf,0,Singular matrix
1001001010110010,0,inf,-inf,0,Singular matrix
1001001010110011,0,inf,-inf,0,Singular matrix
1001001010110100,0,inf,-inf,0,Singular matrix
1001001010110101,0,inf,-inf,0,Singular matrix
1001001010110110,0,inf,-inf,0,Singular matrix
1001001010110111,0,inf,-inf,0,Singular matrix
1001001010111000,0,inf,-inf,0,Singular matrix
1001001010111001,0,inf,-inf,0,Singular matrix
1001001010111010,0,inf,-inf,0,Singular matrix
1001001010111011,0,inf,-inf,0,Singular matrix
1001001010111100,0,inf,-inf,0,Singular matrix
1001001010111101,0,inf,-inf,0,Singular matrix
1001001010111110,0,inf,-inf,0,Singular matrix
1001001010111111,0,inf,-inf,0,Singular matrix
1001001011000000,1,199.967685,0.032315,33,
1001001011000001,0,inf,-inf,0,Singular matrix
1001001011000010,1,193.328454,6.671546,33,
1001001011000011,0,inf,-inf,0,Singular matrix
1001001011000100,1,199.967685,0.032315,33,
1001001011000101,0,inf,-inf,0,Singular matrix
1001001011000110,1,193.328454,6.671546,33,
1001001011000111,0,inf,-inf,0,Singular matrix
1001001011001000,0,inf,-inf,0,Singular matrix
1001001011001001,0,inf,-inf,0,Singular matrix
1001001011001010,0,inf,-inf,0,Singular matrix
1001001011001011,0,inf,-inf,0,Singular matrix
1001001011001100,0,inf,-inf,0,Singular matrix
1001001011001101,0,inf,-inf,0,Singular matrix
1001001011001110,0,inf,-inf,0,Singular matrix
1001001011001111,0,inf,-inf,0,Singular matrix
1001001011010000,0,inf,-inf,0,Singular matrix
1001001011010001,0,inf,-inf,0,Singular matrix
1001001011010010,0,inf,-inf,0,Singular matrix
1001001011010011,0,inf,-inf,0,Singular matrix
1001001011010100,0,inf,-inf,0,Singular matrix
1001001011010101,0,inf,-inf,0,Singular matrix
1001001011010110,0,inf,-inf,0,Singular matrix
1001001011010111,0,inf,-inf,0,Singular matrix
1001001011011000,0,inf,-inf,0,Singular matrix
1001001011011001,0,inf,-inf,0,Singular matrix
1001001011011010,0,inf,-inf,0,Singular matrix
1001001011011011,0,inf,-inf,0,Singular matrix
1001001011011100,0,inf,-inf,0,Singular matrix
1001001011011101,0,inf,-inf,0,Singular matrix
1001001011011110,0,inf,-inf,0,Singular matrix
1001001011011111,0,inf,-inf,0,Singular matrix
1001001011100000,1,167.679724,32.320276,34,
1001001011100001,1,153.356196,46.643804,34,
1001001011100010,1,169.901946,30.098054,34,
1001001011100011,1,155.578418,44.421582,34,
1001001011100100,0,inf,-inf,0,Singular matrix
1001001011100101,0,inf,-inf,0,Singular matrix
1001001011100110,0,inf,-inf,0,Singular matrix
1001001011100111,0,inf,-inf,0,Singular matrix
1001001011101000,0,inf,-inf,0,Singular matrix
1001001011101001,0,inf,-inf,0,Singular matrix
1001001011101010,0,inf,-inf,0,Singular matrix
1001001011101011,0,inf,-inf,0,Singular matrix
1001001011101100,0,inf,-inf,0,Singular matrix
1001001011101101,0,inf,-inf,0,Singular matrix
1001001011101110,0,inf,-inf,0,Singular matrix
1001001011101111,0,inf,-inf,0,Singular matrix
1001001011110000,0,inf,-inf,0,Singular matrix
1001001011110001,0,inf,-inf,0,Singular matrix
1001001011110010,0,inf,-inf,0,Singular matrix
1001001011110011,0,inf,-inf,0,Singular matrix
1001001011110100,0,inf,-inf,0,Singular matrix
1001001011110101,0,inf,-inf,0,Singular matrix
1001001011110110,0,inf,-inf,0,Singular matrix
1001001011110111,0,inf,-inf,0,Singular matrix
1001001011111000,0,inf,-inf,0,Singular matrix
1001001011111001,0,inf,-inf,0,Singular matrix
1001001011111010,0,inf,-inf,0,Singular matrix
1001001011111011,0,inf,-inf,0,Singular matrix
1001001011111100,0,inf,-inf,0,Singular matrix
1001001011111101,0,inf,-inf,0,Singular matrix
1001001011111110,0,inf,-inf,0,Singular matrix
1001001011111111,0,inf,-inf,0,Singular matrix
1001001100000000,1,295.036488,-95.036488,173,
1001001100000001,0,inf,-inf,0,Singular matrix
1001001100000010,1,256.052539,-56.052539,173,
1001001100000011,0,inf,-inf,0,Singular matrix
1001001100000100,1,295.036488,-95.036488,173,
1001001100000101,0,inf,-inf,0,Singular matrix
1001001100000110,1,256.052539,-56.052539,173,
1001001100000111,0,inf,-inf,0,Singular matrix
1001001100001000,1,295.036488,-95.036488,173,
1001001100001001,0,inf,-inf,0,Singular matrix
1001001100001010,1,256.052539,-56.052539,173,
1001001100001011,0,inf,-inf,0,Singular matrix
1001001100001100,1,295.036488,-95.036488,173,
1001001100001101,0,inf,-inf,0,Singular matrix
1001001100001110,1,256.052539,-56.052539,173,
1001001100001111,0,inf,-inf,0,Singular matrix
1001001100010000,1,295.036488,-95.036488,173,
1001001100010001,0,inf,-inf,0,Singular matrix
1001001100010010,1,256.052539,-56.052539,173,
1001001100010011,0,inf,-inf,0,Singular matrix
1001001100010100,1,295.036488,-95.036488,173,
1001001100010101,0,inf,-inf,0,Singular matrix
1001001100010110,1,256.052539,-56.052539,173,
1001001100010111,0,inf,-inf,0,Singular matrix
1001001100011000,1,295.036488,-95.036488,173,
1001001100011001,0,inf,-inf,0,Singular matrix
1001001100011010,1,256.052539,-56.052539,173,
1001001100011011,0,inf,-inf,0,Singular matrix
1001001100011100,1,295.036488,-95.036488,173,
1001001100011101,0,inf,-inf,0,Singular matrix
1001001100011110,1,256.052539,-56.052539,173,
1001001100011111,0,inf,-inf,0,Singular matrix
1001001100100000,1,278.620216,-78.620216,198,
1001001100100001,0,inf,-inf,0,Singular matrix
1001001100100010,1,247.534663,-47.534663,198,
1001001100100011,0,inf,-inf,0,Singular matrix
1001001100100100,1,274.077349,-74.077349,198,
1001001100100101,0,inf,-inf,0,Singular matrix
1001001100100110,1,242.991795,-42.991795,198,
1001001100100111,0,inf,-inf,0,Singular matrix
1001001100101000,1,278.620216,-78.620216,198,
1001001100101001,0,inf,-inf,0,Singular matrix
1001001100101010,1,247.534663,-47.534663,198,
1001001100101011,0,inf,-inf,0,Singular matrix
1001001100101100,1,274.077349,-74.077349,198,
1001001100101101,0,inf,-inf,0,Singular matrix
1001001100101110,1,242.991795,-42.991795,198,
1001001100101111,0,inf,-inf,0,Singular matrix
1001001100110000,1,278.620216,-78.620216,198,
1001001100110001,0,inf,-inf,0,Singular matrix
1001001100110010,1,247.534663,-47.534663,198,
1001001100110011,0,inf,-inf,0,Singular matrix
1001001100110100,1,274.077349,-74.077349,198,
1001001100110101,0,inf,-inf,0,Singular matrix
1001001100110110,1,242.991795,-42.991795,198,
1001001100110111,0,inf,-inf,0,Singular matrix
1001001100111000,1,278.620216,-78.620216,198,
1001001100111001,0,inf,-inf,0,Singular matrix
1001001100111010,1,247.534663,-47.534663,198,
1001001100111011,0,inf,-inf,0,Singular matrix
1001001100111100,1,274.077349,-74.077349,198,
1001001100111101,0,inf,-inf,0,Singular matrix
1001001100111110,1,242.991795,-42.991795,198,
1001001100111111,0,inf,-inf,0,Singular matrix
1001001101000000,1,233.259683,-33.259683,98,
1001001101000001,0,inf,-inf,0,Singular matrix
1001001101000010,1,215.680384,-15.680384,98,
1001001101000011,0,inf,-inf,0,Singular matrix
1001001101000100,1,233.259683,-33.259683,98,
1001001101000101,0,inf,-inf,0,Singular matrix
1001001101000110,1,215.680384,-15.680384,98,
1001001101000111,0,inf,-inf,0,Singular matrix
1001001101001000,0,inf,-inf,0,Singular matrix
1001001101001001,0,inf,-inf,0,Singular matrix
1001001101001010,0,inf,-inf,0,Singular matrix
1001001101001011,0,inf,-inf,0,Singular matrix
1001001101001100,0,inf,-inf,0,Singular matrix
1001001101001101,0,inf,-inf,0,Singular matrix
1001001101001110,0,inf,-inf,0,Singular matrix
1001001101001111,0,inf,-inf,0,Singular matrix
1001001101010000,1,233.259683,-33.259683,98,
1001001101010001,0,inf,-inf,0,Singular matrix
1001001101010010,1,215.680384,-15.680384,98,
1001001101010011,0,inf,-inf,0,Singular matrix
1001001101010100,1,233.259683,-33.259683,98,
1001001101010101,0,inf,-inf,0,Singular matrix
1001001101010110,1,215.680384,-15.680384,98,
1001001101010111,0,inf,-inf,0,Singular matrix
1001001101011000,0,inf,-inf,0,Singular matrix
1001001101011001,0,inf,-inf,0,Singular matrix
1001001101011010,0,inf,-inf,0,Singular matrix
1001001101011011,0,inf,-inf,0,Singular matrix
1001001101011100,0,inf,-inf,0,Singular matrix
1001001101011101,0,inf,-inf,0,Singular matrix
1001001101011110,0,inf,-inf,0,Singular matrix
1001001101011111,0,inf,-inf,0,Singular matrix
1001001101100000,1,218.390413,-18.390413,103,
1001001101100001,0,inf,-inf,0,Singular matrix
1001001101100010,1,206.569044,-6.569044,103,
1001001101100011,0,inf,-inf,0,Singular matrix
1001001101100100,1,215.078662,-15.078662,103,
1001001101100101,0,inf,-inf,0,Singular matrix
1001001101100110,1,203.257293,-3.257293,103,
1001001101100111,0,inf,-inf,0,Singular matrix
1001001101101000,0,inf,-inf,0,Singular matrix
1001001101101001,0,inf,-inf,0,Singular matrix
1001001101101010,0,inf,-inf,0,Singular matrix
1001001101101011,0,inf,-inf,0,Singular matrix
1001001101101100,0,inf,-inf,0,Singular matrix
1001001101101101,0,inf,-inf,0,Singular matrix
1001001101101110,0,inf,-inf,0,Singular matrix
1001001101101111,0,inf,-inf,0,Singular matrix
1001001101110000,1,218.390413,-18.390413,103,
1001001101110001,0,inf,-inf,0,Singular matrix
1001001101110010,1,206.569044,-6.569044,103,
1001001101110011,0,inf,-inf,0,Singular matrix
1001001101110100,1,215.078662,-15.078662,103,
1001001101110101,0,inf,-inf,0,Singular matrix
1001001101110110,1,203.257293,-3.257293,103,
1001001101110111,0,inf,-inf,0,Singular matrix
1001001101111000,0,inf,-inf,0,Singular matrix
1001001101111001,0,inf,-inf,0,Singular matrix
1001001101111010,0,inf,-inf,0,Singular matrix
1001001101111011,0,inf,-inf,0,Singular matrix
1001001101111100,0,inf,-inf,0,Singular matrix
1001001101111101,0,inf,-inf,0,Singular matrix
1001001101111110,0,inf,-inf,0,Singular matrix
1001001101111111,0,inf,-inf,0,Singular matrix
1001001110000000,1,233.259683,-33.259683,46,
1001001110000001,0,inf,-inf,0,Singular matrix
1001001110000010,1,215.680384,-15.680384,46,
1001001110000011,0,inf,-inf,0,Singular matrix
1001001110000100,1,233.259683,-33.259683,46,
1001001110000101,0,inf,-inf,0,Singular matrix
1001001110000110,1,215.680384,-15.680384,46,
1001001110000111,0,inf,-inf,0,Singular matrix
1001001110001000,1,233.259683,-33.259683,46,
1001001110001001,0,inf,-inf,0,Singular matrix
1001001110001010,1,215.680384,-15.680384,46,
1001001110001011,0,inf,-inf,0,Singular matrix
1001001110001100,1,233.259683,-33.259683,46,
1001001110001101,0,inf,-inf,0,Singular matrix
1001001110001110,1,215.680384,-15.680384,46,
1001001110001111,0,inf,-inf,0,Singular matrix
1001001110010000,0,inf,-inf,0,Singular matrix
1001001110010001,0,inf,-inf,0,Singular matrix
1001001110010010,0,inf,-inf,0,Singular matrix
1001001110010011,0,inf,-inf,0,Singular matrix
1001001110010100,0,inf,-inf,0,Singular matrix
1001001110010101,0,inf,-inf,0,Singular matrix
1001001110010110,0,inf,-inf,0,Singular matrix
1001001110010111,0,inf,-inf,0,Singular matrix
1001001110011000,0,inf,-inf,0,Singular matrix
1001001110011001,0,inf,-inf,0,Singular matrix
1001001110011010,0,inf,-inf,0,Singular matrix
1001001110011011,0,inf,-inf,0,Singular matrix
1001001110011100,0,inf,-inf,0,Singular matrix
1001001110011101,0,inf,-inf,0,Singular matrix
1001001110011110,0,inf,-inf,0,Singular matrix
1001001110011111,0,inf,-inf,0,Singular matrix
1001001110100000,1,218.390413,-18.390413,51,
1001001110100001,0,inf,-inf,0,Singular matrix
1001001110100010,1,206.569044,-6.569044,51,
1001001110100011,0,inf,-inf,0,Singular matrix
1001001110100100,1,215.078662,-15.078662,51,
1001001110100101,0,inf,-inf,0,Singular matrix
1001001110100110,1,203.257293,-3.257293,51,
1001001110100111,0,inf,-inf,0,Singular matrix
1001001110101000,1,218.390413,-18.390413,51,
1001001110101001,0,inf,-inf,0,Singular matrix
1001001110101010,1,206.569044,-6.569044,51,
1001001110101011,0,inf,-inf,0,Singular matrix
1001001110101100,1,215.078662,-15.078662,51,
1001001110101101,0,inf,-inf,0,Singular matrix
1001001110101110,1,203.257293,-3.257293,51,
1001001110101111,0,inf,-inf,0,Singular matrix
1001001110110000,0,inf,-inf,0,Singular matrix
1001001110110001,0,inf,-inf,0,Singular matrix
1001001110110010,0,inf,-inf,0,Singular matrix
1001001110110011,0,inf,-inf,0,Singular matrix
1001001110110100,0,inf,-inf,0,Singular matrix
1001001110110101,0,inf,-inf,0,Singular matrix
1001001110110110,0,inf,-inf,0,Singular matrix
1001001110110111,0,inf,-inf,0,Singular matrix
1001001110111000,0,inf,-inf,0,Singular matrix
1001001110111001,0,inf,-inf,0,Singular matrix
1001001110111010,0,inf,-inf,0,Singular matrix
1001001110111011,0,inf,-inf,0,Singular matrix
1001001110111100,0,inf,-inf,0,Singular matrix
1001001110111101,0,inf,-inf,0,Singular matrix
1001001110111110,0,inf,-inf,0,Singular matrix
1001001110111111,0,inf,-inf,0,Singular matrix
1001001111000000,1,180.360492,19.639508,31,
1001001111000001,0,inf,-inf,0,Singular matrix
1001001111000010,1,178.385183,21.614817,31,
1001001111000011,0,inf,-inf,0,Singular matrix
1001001111000100,1,180.360492,19.639508,31,
1001001111000101,0,inf,-inf,0,Singular matrix
1001001111000110,1,178.385183,21.614817,31,
1001001111000111,0,inf,-inf,0,Singular matrix
1001001111001000,0,inf,-inf,0,Singular matrix
1001001111001001,0,inf,-inf,0,Singular matrix
1001001111001010,0,inf,-inf,0,Singular matrix
1001001111001011,0,inf,-inf,0,Singular matrix
1001001111001100,0,inf,-inf,0,Singular matrix
1001001111001101,0,inf,-inf,0,Singular matrix
1001001111001110,0,inf,-inf,0,Singular matrix
1001001111001111,0,inf,-inf,0,Singular matrix
1001001111010000,0,inf,-inf,0,Singular matrix
1001001111010001,0,inf,-inf,0,Singular matrix
1001001111010010,0,inf,-inf,0,Singular matrix
1001001111010011,0,inf,-inf,0,Singular matrix
1001001111010100,0,inf,-inf,0,Singular matrix
1001001111010101,0,inf,-inf,0,Singular matrix
1001001111010110,0,inf,-inf,0,Singular matrix
1001001111010111,0,inf,-inf,0,Singular matrix
1001001111011000,0,inf,-inf,0,Singular matrix
1001001111011001,0,inf,-inf,0,Singular matrix
1001001111011010,0,inf,-inf,0,Singular matrix
1001001111011011,0,inf,-inf,0,Singular matrix
1001001111011100,0,inf,-inf,0,Singular matrix
1001001111011101,0,inf,-inf,0,Singular matrix
1001001111011110,0,inf,-inf,0,Singular matrix
1001001111011111,0,inf,-inf,0,Singular matrix
1001001111100000,1,167.405375,32.594625,32,
1001001111100001,1,153.109282,46.890718,32,
1001001111100010,1,169.627597,30.372403,32,
1001001111100011,1,155.331504,44.668496,32,
1001001111100100,1,164.991109,35.008891,32,
1001001111100101,1,150.936443,49.063557,32,
1001001111100110,1,167.213331,32.786669,32,
1001001111100111,1,153.158665,46.841335,32,
1001001111101000,0,inf,-inf,0,Singular matrix
1001001111101001,0,inf,-inf,0,Singular matrix
1001001111101010,0,inf,-inf,0,Singular matrix
1001001111101011,0,inf,-inf,0,Singular matrix
1001001111101100,0,inf,-inf,0,Singular matrix
1001001111101101,0,inf,-inf,0,Singular matrix
1001001111101110,0,inf,-inf,0,Singular matrix
1001001111101111,0,inf,-inf,0,Singular matrix
1001001111110000,0,inf,-inf,0,Singular matrix
1001001111110001,0,inf,-inf,0,Singular matrix
1001001111110010,0,inf,-inf,0,Singular matrix
1001001111110011,0,inf,-inf,0,Singular matrix
1001001111110100,0,inf,-inf,0,Singular matrix
1001001111110101,0,inf,-inf,0,Singular matrix
1001001111110110,0,inf,-inf,0,Singular matrix
1001001111110111,0,inf,-inf,0,Singular matrix
1001001111111000,0,inf,-inf,0,Singular matrix
1001001111111001,0,inf,-inf,0,Singular matrix
1001001111111010,0,inf,-inf,0,Singular matrix
1001001111111011,0,inf,-inf,0,Singular matrix
1001001111111100,0,inf,-inf,0,Singular matrix
1001001111111101,0,inf,-inf,0,Singular matrix
1001001111111110,0,inf,-inf,0,Singular matrix
1001001111111111,0,inf,-inf,0,Singular matrix
1001010000000000,1,327.100415,-127.100415,218,
1001010000000001,0,inf,-inf,0,Singular matrix
1001010000000010,1,279.340472,-79.340472,218,
1001010000000011,0,inf,-inf,0,Singular matrix
1001010000000100,1,327.100415,-127.100415,218,
1001010000000101,0,inf,-inf,0,Singular matrix
1001010000000110,1,279.340472,-79.340472,218,
1001010000000111,0,inf,-inf,0,Singular matrix
1001010000001000,1,327.100415,-127.100415,218,
1001010000001001,0,inf,-inf,0,Singular matrix
1001010000001010,1,279.340472,-79.340472,218,
1001010000001011,0,inf,-inf,0,Singular matrix
1001010000001100,1,327.100415,-127.100415,218,
1001010000001101,0,inf,-inf,0,Singular matrix
1001010000001110,1,279.340472,-79.340472,218,
1001010000001111,0,inf,-inf,0,Singular matrix
1001010000010000,1,327.100415,-127.100415,218,
1001010000010001,0,inf,-inf,0,Singular matrix
1001010000010010,1,279.340472,-79.340472,218,
1001010000010011,0,inf,-inf,0,Singular matrix
1001010000010100,1,327.100415,-127.100415,218,
1001010000010101,0,inf,-inf,0,Singular matrix
1001010000010110,1,279.340472,-79.340472,218,
1001010000010111,0,inf,-inf,0,Singular matrix
1001010000011000,1,327.100415,-127.100415,218,
1001010000011001,0,inf,-inf,0,Singular matrix
1001010000011010,1,279.340472,-79.340472,218,
1001010000011011,0,inf,-inf,0,Singular matrix
1001010000011100,1,327.100415,-127.100415,218,
1001010000011101,0,inf,-inf,0,Singular matrix
1001010000011110,1,279.340472,-79.340472,218,
1001010000011111,0,inf,-inf,0,Singular matrix
1001010000100000,1,257.526856,-57.526856,233,
1001010000100001,0,inf,-inf,0,Singular matrix
1001010000100010,1,233.549858,-33.549858,233,
1001010000100011,0,inf,-inf,0,Singular matrix
1001010000100100,0,inf,-inf,0,Singular matrix
1001010000100101,0,inf,-inf,0,Singular matrix
1001010000100110,0,inf,-inf,0,Singular matrix
1001010000100111,0,inf,-inf,0,Singular matrix
1001010000101000,1,257.526856,-57.526856,233,
1001010000101001,0,inf,-inf,0,Singular matrix
1001010000101010,1,233.549858,-33.549858,233,
1001010000101011,0,inf,-inf,0,Singular matrix
1001010000101100,0,inf,-inf,0,Singular matrix
1001010000101101,0,inf,-inf,0,Singular matrix
1001010000101110,0,inf,-inf,0,Singular matrix
1001010000101111,0,inf,-inf,0,Singular matrix
1001010000110000,1,257.526856,-57.526856,233,
1001010000110001,0,inf,-inf,0,Singular matrix
1001010000110010,1,233.549858,-33.549858,233,
1001010000110011,0,inf,-inf,0,Singular matrix
1001010000110100,0,inf,-inf,0,Singular matrix
1001010000110101,0,inf,-inf,0,Singular matrix
1001010000110110,0,inf,-inf,0,Singular matrix
1001010000110111,0,inf,-inf,0,Singular matrix
1001010000111000,1,257.526856,-57.526856,233,
1001010000111001,0,inf,-inf,0,Singular matrix
1001010000111010,1,233.549858,-33.549858,233,
1001010000111011,0,inf,-inf,0,Singular matrix
1001010000111100,0,inf,-inf,0,Singular matrix
1001010000111101,0,inf,-inf,0,Singular matrix
1001010000111110,0,inf,-inf,0,Singular matrix
1001010000111111,0,inf,-inf,0,Singular matrix
1001010001000000,1,284.786356,-84.786356,113,
1001010001000001,0,inf,-inf,0,Singular matrix
1001010001000010,1,253.700802,-53.700802,113,
1001010001000011,0,inf,-inf,0,Singular matrix
1001010001000100,1,284.786356,-84.786356,113,
1001010001000101,0,inf,-inf,0,Singular matrix
1001010001000110,1,253.700802,-53.700802,113,
1001010001000111,0,inf,-inf,0,Singular matrix
1001010001001000,0,inf,-inf,0,Singular matrix
1001010001001001,0,inf,-inf,0,Singular matrix
1001010001001010,0,inf,-inf,0,Singular matrix
1001010001001011,0,inf,-inf,0,Singular matrix
1001010001001100,0,inf,-inf,0,Singular matrix
1001010001001101,0,inf,-inf,0,Singular matrix
1001010001001110,0,inf,-inf,0,Singular matrix
1001010001001111,0,inf,-inf,0,Singular matrix
1001010001010000,1,284.786356,-84.786356,113,
1001010001010001,0,inf,-inf,0,Singular matrix
1001010001010010,1,253.700802,-53.700802,113,
1001010001010011,0,inf,-inf,0,Singular matrix
1001010001010100,1,284.786356,-84.786356,113,
1001010001010101,0,inf,-inf,0,Singular matrix
1001010001010110,1,253.700802,-53.700802,113,
1001010001010111,0,inf,-inf,0,Singular matrix
1001010001011000,0,inf,-inf,0,Singular matrix
1001010001011001,0,inf,-inf,0,Singular matrix
1001010001011010,0,inf,-inf,0,Singular matrix
1001010001011011,0,inf,-inf,0,Singular matrix
1001010001011100,0,inf,-inf,0,Singular matrix
1001010001011101,0,inf,-inf,0,Singular matrix
1001010001011110,0,inf,-inf,0,Singular matrix
1001010001011111,0,inf,-inf,0,Singular matrix
1001010001100000,1,220.996883,-20.996883,118,
1001010001100001,0,inf,-inf,0,Singular matrix
1001010001100010,1,209.175514,-9.175514,118,
1001010001100011,0,inf,-inf,0,Singular matrix
1001010001100100,0,inf,-inf,0,Singular matrix
1001010001100101,0,inf,-inf,0,Singular matrix
1001010001100110,0,inf,-inf,0,Singular matrix
1001010001100111,0,inf,-inf,0,Singular matrix
1001010001101000,0,inf,-inf,0,Singular matrix
1001010001101001,0,inf,-inf,0,Singular matrix
1001010001101010,0,inf,-inf,0,Singular matrix
1001010001101011,0,inf,-inf,0,Singular matrix
1001010001101100,0,inf,-inf,0,Singular matrix
1001010001101101,0,inf,-inf,0,Singular matrix
1001010001101110,0,inf,-inf,0,Singular matrix
1001010001101111,0,inf,-inf,0,Singular matrix
1001010001110000,1,220.996883,-20.996883,118,
1001010001110001,0,inf,-inf,0,Singular matrix
1001010001110010,1,209.175514,-9.175514,118,
1001010001110011,0,inf,-inf,0,Singular matrix
1001010001110100,0,inf,-inf,0,Singular matrix
1001010001110101,0,inf,-inf,0,Singular matrix
1001010001110110,0,inf,-inf,0,Singular matrix
1001010001110111,0,inf,-inf,0,Singular matrix
1001010001111000,0,inf,-inf,0,Singular matrix
1001010001111001,0,inf,-inf,0,Singular matrix
1001010001111010,0,inf,-inf,0,Singular matrix
1001010001111011,0,inf,-inf,0,Singular matrix
1001010001111100,0,inf,-inf,0,Singular matrix
1001010001111101,0,inf,-inf,0,Singular matrix
1001010001111110,0,inf,-inf,0,Singular matrix
1001010001111111,0,inf,-inf,0,Singular matrix
1001010010000000,1,259.858517,-59.858517,55,
1001010010000001,0,inf,-inf,0,Singular matrix
1001010010000010,1,235.881519,-35.881519,55,
1001010010000011,0,inf,-inf,0,Singular matrix
1001010010000100,1,259.858517,-59.858517,55,
1001010010000101,0,inf,-inf,0,Singular matrix
1001010010000110,1,235.881519,-35.881519,55,
1001010010000111,0,inf,-inf,0,Singular matrix
1001010010001000,1,259.858517,-59.858517,55,
1001010010001001,0,inf,-inf,0,Singular matrix
1001010010001010,1,235.881519,-35.881519,55,
1001010010001011,0,inf,-inf,0,Singular matrix
1001010010001100,1,259.858517,-59.858517,55,
1001010010001101,0,inf,-inf,0,Singular matrix
1001010010001110,1,235.881519,-35.881519,55,
1001010010001111,0,inf,-inf,0,Singular matrix
1001010010010000,0,inf,-inf,0,Singular matrix
1001010010010001,0,inf,-inf,0,Singular matrix
1001010010010010,0,inf,-inf,0,Singular matrix
1001010010010011,0,inf,-inf,0,Singular matrix
1001010010010100,0,inf,-inf,0,Singular matrix
1001010010010101,0,inf,-inf,0,Singular matrix
1001010010010110,0,inf,-inf,0,Singular matrix
1001010010010111,0,inf,-inf,0,Singular matrix
1001010010011000,0,inf,-inf,0,Singular matrix
1001010010011001,0,inf,-inf,0,Singular matrix
1001010010011010,0,inf,-inf,0,Singular matrix
1001010010011011,0,inf,-inf,0,Singular matrix
1001010010011100,0,inf,-inf,0,Singular matrix
1001010010011101,0,inf,-inf,0,Singular matrix
1001010010011110,0,inf,-inf,0,Singular matrix
1001010010011111,0,inf,-inf,0,Singular matrix
1001010010100000,1,200.401725,-0.401725,58,
1001010010100001,0,inf,-inf,0,Singular matrix
1001010010100010,1,193.762494,6.237506,58,
1001010010100011,0,inf,-inf,0,Singular matrix
1001010010100100,0,inf,-inf,0,Singular matrix
1001010010100101,0,inf,-inf,0,Singular matrix
1001010010100110,0,inf,-inf,0,Singular matrix
1001010010100111,0,inf,-inf,0,Singular matrix
1001010010101000,1,200.401725,-0.401725,58,
1001010010101001,0,inf,-inf,0,Singular matrix
1001010010101010,1,193.762494,6.237506,58,
1001010010101011,0,inf,-inf,0,Singular matrix
1001010010101100,0,inf,-inf,0,Singular matrix
1001010010101101,0,inf,-inf,0,Singular matrix
1001010010101110,0,inf,-inf,0,Singular matrix
1001010010101111,0,inf,-inf,0,Singular matrix
