strategy,feasible,expected_profit,expected_cost
1001111100110000,1,-27.490757,227.490757
1001111100110001,0,,
1001111100110010,1,-9.911459,209.911459
1001111100110011,0,,
1001111100110100,1,-23.811035,223.811035
1001111100110101,0,,
1001111100110110,1,-6.231736,206.231736
1001111100110111,0,,
1001111100111000,1,-27.490757,227.490757
1001111100111001,0,,
1001111100111010,1,-9.911459,209.911459
1001111100111011,0,,
1001111100111100,1,-23.811035,223.811035
1001111100111101,0,,
1001111100111110,1,-6.231736,206.231736
1001111100111111,0,,
1001111101000000,1,-28.117983,228.117983
1001111101000001,0,,
1001111101000010,1,-10.538684,210.538684
1001111101000011,0,,
1001111101000100,1,-28.117983,228.117983
1001111101000101,0,,
1001111101000110,1,-10.538684,210.538684
1001111101000111,0,,
1001111101001000,1,-23.811035,223.811035
1001111101001001,0,,
1001111101001010,1,-6.231736,206.231736
1001111101001011,0,,
1001111101001100,1,-23.811035,223.811035
1001111101001101,0,,
1001111101001110,1,-6.231736,206.231736
1001111101001111,0,,
1001111101010000,1,-28.117983,228.117983
1001111101010001,0,,
1001111101010010,1,-10.538684,210.538684
1001111101010011,0,,
1001111101010100,1,-28.117983,228.117983
1001111101010101,0,,
1001111101010110,1,-10.538684,210.538684
1001111101010111,0,,
1001111101011000,1,-23.811035,223.811035
1001111101011001,0,,
1001111101011010,1,-6.231736,206.231736
1001111101011011,0,,
1001111101011100,1,-23.811035,223.811035
1001111101011101,0,,
1001111101011110,1,-6.231736,206.231736
1001111101011111,0,,
1001111101100000,1,-13.762882,213.762882
1001111101100001,0,,
1001111101100010,1,-1.941514,201.941514
1001111101100011,0,,
1001111101100100,1,-10.451132,210.451132
1001111101100101,0,,
1001111101100110,1,1.370237,198.629763
1001111101100111,0,,
1001111101101000,1,-9.886629,209.886629
1001111101101001,0,,
1001111101101010,1,1.93474,198.06526
1001111101101011,0,,
1001111101101100,1,-6.574878,206.574878
1001111101101101,0,,
1001111101101110,1,5.24649,194.75351
1001111101101111,0,,
1001111101110000,1,-13.762882,213.762882
1001111101110001,0,,
1001111101110010,1,-1.941514,201.941514
1001111101110011,0,,
1001111101110100,1,-10.451132,210.451132
1001111101110101,0,,
1001111101110110,1,1.370237,198.629763
1001111101110111,0,,
1001111101111000,1,-9.886629,209.886629
1001111101111001,0,,
1001111101111010,1,1.93474,198.06526
1001111101111011,0,,
1001111101111100,1,-6.574878,206.574878
1001111101111101,0,,
1001111101111110,1,5.24649,194.75351
1001111101111111,0,,
1001111110000000,1,11.038867,188.961133
1001111110000001,0,,
1001111110000010,1,17.678099,182.321901
1001111110000011,0,,
1001111110000100,1,11.038867,188.961133
1001111110000101,0,,
1001111110000110,1,17.678099,182.321901
1001111110000111,0,,
1001111110001000,1,11.038867,188.961133
1001111110001001,0,,
1001111110001010,1,17.678099,182.321901
1001111110001011,0,,
1001111110001100,1,11.038867,188.961133
1001111110001101,0,,
1001111110001110,1,17.678099,182.321901
1001111110001111,0,,
1001111110010000,0,,
1001111110010001,0,,
1001111110010010,0,,
1001111110010011,0,,
1001111110010100,0,,
1001111110010101,0,,
1001111110010110,0,,
1001111110010111,0,,
1001111110011000,0,,
1001111110011001,0,,
1001111110011010,0,,
1001111110011011,0,,
1001111110011100,0,,
1001111110011101,0,,
1001111110011110,0,,
1001111110011111,0,,
1001111110100000,1,23.845055,176.154945
1001111110100001,0,,
1001111110100010,1,25.820364,174.179636
1001111110100011,0,,
1001111110100100,1,26.527573,173.472427
1001111110100101,0,,
1001111110100110,1,28.502882,171.497118
1001111110100111,0,,
1001111110101000,1,23.845055,176.154945
1001111110101001,0,,
1001111110101010,1,25.820364,174.179636
1001111110101011,0,,
1001111110101100,1,26.527573,173.472427
1001111110101101,0,,
1001111110101110,1,28.502882,171.497118
1001111110101111,0,,
1001111110110000,0,,
1001111110110001,0,,
1001111110110010,0,,
1001111110110011,0,,
1001111110110100,0,,
1001111110110101,0,,
1001111110110110,0,,
1001111110110111,0,,
1001111110111000,0,,
1001111110111001,0,,
1001111110111010,0,,
1001111110111011,0,,
1001111110111100,0,,
1001111110111101,0,,
1001111110111110,0,,
1001111110111111,0,,
1001111111000000,1,23.387808,176.612192
1001111111000001,0,,
1001111111000010,1,25.363117,174.636883
1001111111000011,0,,
1001111111000100,1,23.387808,176.612192
1001111111000101,0,,
1001111111000110,1,25.363117,174.636883
1001111111000111,0,,
1001111111001000,1,26.527573,173.472427
1001111111001001,0,,
1001111111001010,1,28.502882,171.497118
1001111111001011,0,,
1001111111001100,1,26.527573,173.472427
1001111111001101,0,,
1001111111001110,1,28.502882,171.497118
1001111111001111,0,,
1001111111010000,0,,
1001111111010001,0,,
1001111111010010,0,,
1001111111010011,0,,
1001111111010100,0,,
1001111111010101,0,,
1001111111010110,0,,
1001111111010111,0,,
1001111111011000,0,,
1001111111011001,0,,
1001111111011010,0,,
1001111111011011,0,,
1001111111011100,0,,
1001111111011101,0,,
1001111111011110,0,,
1001111111011111,0,,
1001111111100000,1,35.968094,164.031906
1001111111100001,1,49.92684,150.07316
1001111111100010,1,33.745872,166.254128
1001111111100011,1,47.704618,152.295382
1001111111100100,1,38.38236,161.61764
1001111111100101,1,52.09968,147.90032
1001111111100110,1,36.160138,163.839862
1001111111100111,1,49.877458,150.122542
1001111111101000,1,38.793883,161.206117
1001111111101001,1,52.47005,147.52995
1001111111101010,1,36.571661,163.428339
1001111111101011,1,50.247828,149.752172
1001111111101100,1,41.208149,158.791851
1001111111101101,1,54.64289,145.35711
1001111111101110,1,38.985927,161.014073
1001111111101111,1,52.420668,147.579332
1001111111110000,0,,
1001111111110001,0,,
1001111111110010,0,,
1001111111110011,0,,
1001111111110100,0,,
1001111111110101,0,,
1001111111110110,0,,
1001111111110111,0,,
1001111111111000,0,,
1001111111111001,0,,
1001111111111010,0,,
1001111111111011,0,,
1001111111111100,0,,
1001111111111101,0,,
1001111111111110,0,,
1001111111111111,0,,
1010000000000000,1,-164.065387,364.065387
1010000000000001,0,,
1010000000000010,1,-106.554339,306.554339
1010000000000011,0,,
1010000000000100,1,-164.065387,364.065387
1010000000000101,0,,
1010000000000110,1,-106.554339,306.554339
1010000000000111,0,,
1010000000001000,1,-164.065387,364.065387
1010000000001001,0,,
1010000000001010,1,-106.554339,306.554339
1010000000001011,0,,
1010000000001100,1,-164.065387,364.065387
1010000000001101,0,,
1010000000001110,1,-106.554339,306.554339
1010000000001111,0,,
1010000000010000,1,-164.065387,364.065387
1010000000010001,0,,
1010000000010010,1,-106.554339,306.554339
1010000000010011,0,,
1010000000010100,1,-164.065387,364.065387
1010000000010101,0,,
1010000000010110,1,-106.554339,306.554339
1010000000010111,0,,
1010000000011000,1,-164.065387,364.065387
1010000000011001,0,,
1010000000011010,1,-106.554339,306.554339
1010000000011011,0,,
1010000000011100,1,-164.065387,364.065387
1010000000011101,0,,
1010000000011110,1,-106.554339,306.554339
1010000000011111,0,,
1010000000100000,1,-87.797727,287.797727
1010000000100001,0,,
1010000000100010,1,-56.712173,256.712173
1010000000100011,0,,
1010000000100100,0,,
1010000000100101,0,,
1010000000100110,0,,
1010000000100111,0,,
1010000000101000,1,-87.797727,287.797727
1010000000101001,0,,
1010000000101010,1,-56.712173,256.712173
1010000000101011,0,,
1010000000101100,0,,
1010000000101101,0,,
1010000000101110,0,,
1010000000101111,0,,
1010000000110000,1,-87.797727,287.797727
1010000000110001,0,,
1010000000110010,1,-56.712173,256.712173
1010000000110011,0,,
1010000000110100,0,,
1010000000110101,0,,
1010000000110110,0,,
1010000000110111,0,,
1010000000111000,1,-87.797727,287.797727
1010000000111001,0,,
1010000000111010,1,-56.712173,256.712173
1010000000111011,0,,
1010000000111100,0,,
1010000000111101,0,,
1010000000111110,0,,
1010000000111111,0,,
1010000001000000,1,-66.168055,266.168055
1010000001000001,0,,
1010000001000010,1,-42.191057,242.191057
1010000001000011,0,,
1010000001000100,1,-66.168055,266.168055
1010000001000101,0,,
1010000001000110,1,-42.191057,242.191057
1010000001000111,0,,
1010000001001000,0,,
1010000001001001,0,,
1010000001001010,0,,
1010000001001011,0,,
1010000001001100,0,,
1010000001001101,0,,
1010000001001110,0,,
1010000001001111,0,,
1010000001010000,1,-66.168055,266.168055
1010000001010001,0,,
1010000001010010,1,-42.191057,242.191057
1010000001010011,0,,
1010000001010100,1,-66.168055,266.168055
1010000001010101,0,,
1010000001010110,1,-42.191057,242.191057
1010000001010111,0,,
1010000001011000,0,,
1010000001011001,0,,
1010000001011010,0,,
1010000001011011,0,,
1010000001011100,0,,
1010000001011101,0,,
1010000001011110,0,,
1010000001011111,0,,
1010000001100000,1,-5.001379,205.001379
1010000001100001,0,,
1010000001100010,1,1.637853,198.362147
1010000001100011,0,,
1010000001100100,0,,
1010000001100101,0,,
1010000001100110,0,,
1010000001100111,0,,
1010000001101000,0,,
1010000001101001,0,,
1010000001101010,0,,
1010000001101011,0,,
1010000001101100,0,,
1010000001101101,0,,
1010000001101110,0,,
1010000001101111,0,,
1010000001110000,1,-5.001379,205.001379
1010000001110001,0,,
1010000001110010,1,1.637853,198.362147
1010000001110011,0,,
1010000001110100,0,,
1010000001110101,0,,
1010000001110110,0,,
1010000001110111,0,,
1010000001111000,0,,
1010000001111001,0,,
1010000001111010,0,,
1010000001111011,0,,
1010000001111100,0,,
1010000001111101,0,,
1010000001111110,0,,
1010000001111111,0,,
1010000010000000,1,-117.776319,317.776319
1010000010000001,0,,
1010000010000010,1,-78.792371,278.792371
1010000010000011,0,,
1010000010000100,1,-117.776319,317.776319
1010000010000101,0,,
1010000010000110,1,-78.792371,278.792371
1010000010000111,0,,
1010000010001000,1,-117.776319,317.776319
1010000010001001,0,,
1010000010001010,1,-78.792371,278.792371
1010000010001011,0,,
1010000010001100,1,-117.776319,317.776319
1010000010001101,0,,
1010000010001110,1,-78.792371,278.792371
1010000010001111,0,,
1010000010010000,0,,
1010000010010001,0,,
1010000010010010,0,,
1010000010010011,0,,
1010000010010100,0,,
1010000010010101,0,,
1010000010010110,0,,
1010000010010111,0,,
1010000010011000,0,,
1010000010011001,0,,
1010000010011010,0,,
1010000010011011,0,,
1010000010011100,0,,
1010000010011101,0,,
1010000010011110,0,,
1010000010011111,0,,
1010000010100000,1,-47.738525,247.738525
1010000010100001,0,,
1010000010100010,1,-30.159226,230.159226
1010000010100011,0,,
1010000010100100,0,,
1010000010100101,0,,
1010000010100110,0,,
1010000010100111,0,,
1010000010101000,1,-47.738525,247.738525
1010000010101001,0,,
1010000010101010,1,-30.159226,230.159226
1010000010101011,0,,
1010000010101100,0,,
1010000010101101,0,,
1010000010101110,0,,
1010000010101111,0,,
1010000010110000,0,,
1010000010110001,0,,
1010000010110010,0,,
1010000010110011,0,,
1010000010110100,0,,
1010000010110101,0,,
1010000010110110,0,,
1010000010110111,0,,
1010000010111000,0,,
1010000010111001,0,,
1010000010111010,0,,
1010000010111011,0,,
1010000010111100,0,,
1010000010111101,0,,
1010000010111110,0,,
1010000010111111,0,,
1010000011000000,1,-27.996255,227.996255
1010000011000001,0,,
1010000011000010,1,-16.174886,216.174886
1010000011000011,0,,
1010000011000100,1,-27.996255,227.996255
1010000011000101,0,,
1010000011000110,1,-16.174886,216.174886
1010000011000111,0,,
1010000011001000,0,,
1010000011001001,0,,
1010000011001010,0,,
1010000011001011,0,,
1010000011001100,0,,
1010000011001101,0,,
1010000011001110,0,,
1010000011001111,0,,
1010000011010000,0,,
1010000011010001,0,,
1010000011010010,0,,
1010000011010011,0,,
1010000011010100,0,,
1010000011010101,0,,
1010000011010110,0,,
1010000011010111,0,,
1010000011011000,0,,
1010000011011001,0,,
1010000011011010,0,,
1010000011011011,0,,
1010000011011100,0,,
1010000011011101,0,,
1010000011011110,0,,
1010000011011111,0,,
1010000011100000,1,26.968789,173.031211
1010000011100001,1,41.827465,158.172535
1010000011100010,1,24.746566,175.253434
1010000011100011,1,39.605243,160.394757
1010000011100100,0,,
1010000011100101,0,,
1010000011100110,0,,
1010000011100111,0,,
1010000011101000,0,,
1010000011101001,0,,
1010000011101010,0,,
1010000011101011,0,,
1010000011101100,0,,
1010000011101101,0,,
1010000011101110,0,,
1010000011101111,0,,
1010000011110000,0,,
1010000011110001,0,,
1010000011110010,0,,
1010000011110011,0,,
1010000011110100,0,,
1010000011110101,0,,
1010000011110110,0,,
1010000011110111,0,,
1010000011111000,0,,
1010000011111001,0,,
1010000011111010,0,,
1010000011111011,0,,
1010000011111100,0,,
1010000011111101,0,,
1010000011111110,0,,
1010000011111111,0,,
1010000100000000,1,-132.836359,332.836359
1010000100000001,0,,
1010000100000010,1,-85.076416,285.076416
1010000100000011,0,,
1010000100000100,1,-132.836359,332.836359
1010000100000101,0,,
1010000100000110,1,-85.076416,285.076416
1010000100000111,0,,
1010000100001000,1,-132.836359,332.836359
1010000100001001,0,,
1010000100001010,1,-85.076416,285.076416
1010000100001011,0,,
1010000100001100,1,-132.836359,332.836359
1010000100001101,0,,
1010000100001110,1,-85.076416,285.076416
1010000100001111,0,,
1010000100010000,1,-132.836359,332.836359
1010000100010001,0,,
1010000100010010,1,-85.076416,285.076416
1010000100010011,0,,
1010000100010100,1,-132.836359,332.836359
1010000100010101,0,,
1010000100010110,1,-85.076416,285.076416
1010000100010111,0,,
1010000100011000,1,-132.836359,332.836359
1010000100011001,0,,
1010000100011010,1,-85.076416,285.076416
1010000100011011,0,,
1010000100011100,1,-132.836359,332.836359
1010000100011101,0,,
1010000100011110,1,-85.076416,285.076416
1010000100011111,0,,
1010000100100000,1,-87.797727,287.797727
1010000100100001,0,,
1010000100100010,1,-56.712173,256.712173
1010000100100011,0,,
1010000100100100,0,,
1010000100100101,0,,
1010000100100110,0,,
1010000100100111,0,,
1010000100101000,1,-87.797727,287.797727
1010000100101001,0,,
1010000100101010,1,-56.712173,256.712173
1010000100101011,0,,
1010000100101100,0,,
1010000100101101,0,,
1010000100101110,0,,
1010000100101111,0,,
1010000100110000,1,-87.797727,287.797727
1010000100110001,0,,
1010000100110010,1,-56.712173,256.712173
1010000100110011,0,,
1010000100110100,0,,
1010000100110101,0,,
1010000100110110,0,,
1010000100110111,0,,
1010000100111000,1,-87.797727,287.797727
1010000100111001,0,,
1010000100111010,1,-56.712173,256.712173
1010000100111011,0,,
1010000100111100,0,,
1010000100111101,0,,
1010000100111110,0,,
1010000100111111,0,,
1010000101000000,1,-41.572615,241.572615
1010000101000001,0,,
1010000101000010,1,-23.993316,223.993316
1010000101000011,0,,
1010000101000100,1,-41.572615,241.572615
1010000101000101,0,,
1010000101000110,1,-23.993316,223.993316
1010000101000111,0,,
1010000101001000,0,,
1010000101001001,0,,
1010000101001010,0,,
1010000101001011,0,,
1010000101001100,0,,
1010000101001101,0,,
1010000101001110,0,,
1010000101001111,0,,
1010000101010000,1,-41.572615,241.572615
1010000101010001,0,,
1010000101010010,1,-23.993316,223.993316
1010000101010011,0,,
1010000101010100,1,-41.572615,241.572615
1010000101010101,0,,
1010000101010110,1,-23.993316,223.993316
1010000101010111,0,,
1010000101011000,0,,
1010000101011001,0,,
1010000101011010,0,,
1010000101011011,0,,
1010000101011100,0,,
1010000101011101,0,,
1010000101011110,0,,
1010000101011111,0,,
1010000101100000,1,-5.001379,205.001379
1010000101100001,0,,
1010000101100010,1,1.637853,198.362147
1010000101100011,0,,
1010000101100100,0,,
1010000101100101,0,,
1010000101100110,0,,
1010000101100111,0,,
1010000101101000,0,,
1010000101101001,0,,
1010000101101010,0,,
1010000101101011,0,,
1010000101101100,0,,
1010000101101101,0,,
1010000101101110,0,,
1010000101101111,0,,
1010000101110000,1,-5.001379,205.001379
1010000101110001,0,,
1010000101110010,1,1.637853,198.362147
1010000101110011,0,,
1010000101110100,0,,
1010000101110101,0,,
1010000101110110,0,,
1010000101110111,0,,
1010000101111000,0,,
1010000101111001,0,,
1010000101111010,0,,
1010000101111011,0,,
1010000101111100,0,,
1010000101111101,0,,
1010000101111110,0,,
1010000101111111,0,,
1010000110000000,1,-89.432471,289.432471
1010000110000001,0,,
1010000110000010,1,-58.346917,258.346917
1010000110000011,0,,
1010000110000100,1,-89.432471,289.432471
1010000110000101,0,,
1010000110000110,1,-58.346917,258.346917
1010000110000111,0,,
1010000110001000,1,-89.432471,289.432471
1010000110001001,0,,
1010000110001010,1,-58.346917,258.346917
1010000110001011,0,,
1010000110001100,1,-89.432471,289.432471
1010000110001101,0,,
1010000110001110,1,-58.346917,258.346917
1010000110001111,0,,
1010000110010000,0,,
1010000110010001,0,,
1010000110010010,0,,
1010000110010011,0,,
1010000110010100,0,,
1010000110010101,0,,
1010000110010110,0,,
1010000110010111,0,,
1010000110011000,0,,
1010000110011001,0,,
1010000110011010,0,,
1010000110011011,0,,
1010000110011100,0,,
1010000110011101,0,,
1010000110011110,0,,
1010000110011111,0,,
1010000110100000,1,-47.738525,247.738525
1010000110100001,0,,
1010000110100010,1,-30.159226,230.159226
1010000110100011,0,,
1010000110100100,0,,
1010000110100101,0,,
1010000110100110,0,,
1010000110100111,0,,
1010000110101000,1,-47.738525,247.738525
1010000110101001,0,,
1010000110101010,1,-30.159226,230.159226
1010000110101011,0,,
1010000110101100,0,,
1010000110101101,0,,
1010000110101110,0,,
1010000110101111,0,,
1010000110110000,0,,
1010000110110001,0,,
1010000110110010,0,,
1010000110110011,0,,
1010000110110100,0,,
1010000110110101,0,,
1010000110110110,0,,
1010000110110111,0,,
1010000110111000,0,,
1010000110111001,0,,
1010000110111010,0,,
1010000110111011,0,,
1010000110111100,0,,
1010000110111101,0,,
1010000110111110,0,,
1010000110111111,0,,
1010000111000000,1,-6.073934,206.073934
1010000111000001,0,,
1010000111000010,1,0.565297,199.434703
1010000111000011,0,,
1010000111000100,1,-6.073934,206.073934
1010000111000101,0,,
1010000111000110,1,0.565297,199.434703
1010000111000111,0,,
1010000111001000,0,,
1010000111001001,0,,
1010000111001010,0,,
1010000111001011,0,,
1010000111001100,0,,
1010000111001101,0,,
1010000111001110,0,,
1010000111001111,0,,
1010000111010000,0,,
1010000111010001,0,,
1010000111010010,0,,
1010000111010011,0,,
1010000111010100,0,,
1010000111010101,0,,
1010000111010110,0,,
1010000111010111,0,,
1010000111011000,0,,
1010000111011001,0,,
1010000111011010,0,,
1010000111011011,0,,
1010000111011100,0,,
1010000111011101,0,,
1010000111011110,0,,
1010000111011111,0,,
1010000111100000,1,26.968789,173.031211
1010000111100001,1,41.827465,158.172535
1010000111100010,1,24.746566,175.253434
1010000111100011,1,39.605243,160.394757
1010000111100100,0,,
1010000111100101,0,,
1010000111100110,0,,
1010000111100111,0,,
1010000111101000,0,,
1010000111101001,0,,
1010000111101010,0,,
1010000111101011,0,,
1010000111101100,0,,
1010000111101101,0,,
1010000111101110,0,,
1010000111101111,0,,
1010000111110000,0,,
1010000111110001,0,,
1010000111110010,0,,
1010000111110011,0,,
1010000111110100,0,,
1010000111110101,0,,
1010000111110110,0,,
1010000111110111,0,,
1010000111111000,0,,
1010000111111001,0,,
1010000111111010,0,,
1010000111111011,0,,
1010000111111100,0,,
1010000111111101,0,,
1010000111111110,0,,
1010000111111111,0,,
1010001000000000,1,-128.821198,328.821198
1010001000000001,0,,
1010001000000010,1,-81.061255,281.061255
1010001000000011,0,,
1010001000000100,1,-128.821198,328.821198
1010001000000101,0,,
1010001000000110,1,-81.061255,281.061255
1010001000000111,0,,
1010001000001000,1,-128.821198,328.821198
1010001000001001,0,,
1010001000001010,1,-81.061255,281.061255
1010001000001011,0,,
1010001000001100,1,-128.821198,328.821198
1010001000001101,0,,
1010001000001110,1,-81.061255,281.061255
1010001000001111,0,,
1010001000010000,1,-128.821198,328.821198
1010001000010001,0,,
1010001000010010,1,-81.061255,281.061255
1010001000010011,0,,
1010001000010100,1,-128.821198,328.821198
1010001000010101,0,,
1010001000010110,1,-81.061255,281.061255
1010001000010111,0,,
1010001000011000,1,-128.821198,328.821198
1010001000011001,0,,
1010001000011010,1,-81.061255,281.061255
1010001000011011,0,,
1010001000011100,1,-128.821198,328.821198
1010001000011101,0,,
1010001000011110,1,-81.061255,281.061255
1010001000011111,0,,
1010001000100000,1,-83.782566,283.782566
1010001000100001,0,,
1010001000100010,1,-52.697012,252.697012
1010001000100011,0,,
1010001000100100,0,,
1010001000100101,0,,
1010001000100110,0,,
1010001000100111,0,,
1010001000101000,1,-83.782566,283.782566
1010001000101001,0,,
1010001000101010,1,-52.697012,252.697012
1010001000101011,0,,
1010001000101100,0,,
1010001000101101,0,,
1010001000101110,0,,
1010001000101111,0,,
1010001000110000,1,-83.782566,283.782566
1010001000110001,0,,
1010001000110010,1,-52.697012,252.697012
1010001000110011,0,,
1010001000110100,0,,
1010001000110101,0,,
1010001000110110,0,,
1010001000110111,0,,
1010001000111000,1,-83.782566,283.782566
1010001000111001,0,,
1010001000111010,1,-52.697012,252.697012
1010001000111011,0,,
1010001000111100,0,,
1010001000111101,0,,
1010001000111110,0,,
1010001000111111,0,,
1010001001000000,1,-38.938268,238.938268
1010001001000001,0,,
1010001001000010,1,-21.358969,221.358969
1010001001000011,0,,
1010001001000100,1,-38.938268,238.938268
1010001001000101,0,,
1010001001000110,1,-21.358969,221.358969
1010001001000111,0,,
1010001001001000,0,,
1010001001001001,0,,
1010001001001010,0,,
1010001001001011,0,,
1010001001001100,0,,
1010001001001101,0,,
1010001001001110,0,,
1010001001001111,0,,
1010001001010000,1,-38.938268,238.938268
1010001001010001,0,,
1010001001010010,1,-21.358969,221.358969
1010001001010011,0,,
1010001001010100,1,-38.938268,238.938268
1010001001010101,0,,
1010001001010110,1,-21.358969,221.358969
1010001001010111,0,,
1010001001011000,0,,
1010001001011001,0,,
1010001001011010,0,,
1010001001011011,0,,
1010001001011100,0,,
1010001001011101,0,,
1010001001011110,0,,
1010001001011111,0,,
1010001001100000,1,-2.367032,202.367032
1010001001100001,0,,
1010001001100010,1,4.2722,195.7278
1010001001100011,0,,
1010001001100100,0,,
1010001001100101,0,,
1010001001100110,0,,
1010001001100111,0,,
1010001001101000,0,,
1010001001101001,0,,
1010001001101010,0,,
1010001001101011,0,,
1010001001101100,0,,
1010001001101101,0,,
1010001001101110,0,,
1010001001101111,0,,
1010001001110000,1,-2.367032,202.367032
1010001001110001,0,,
1010001001110010,1,4.2722,195.7278
1010001001110011,0,,
1010001001110100,0,,
1010001001110101,0,,
1010001001110110,0,,
1010001001110111,0,,
1010001001111000,0,,
1010001001111001,0,,
1010001001111010,0,,
1010001001111011,0,,
1010001001111100,0,,
1010001001111101,0,,
1010001001111110,0,,
1010001001111111,0,,
1010001010000000,1,-86.18019,286.18019
1010001010000001,0,,
1010001010000010,1,-55.094637,255.094637
1010001010000011,0,,
1010001010000100,1,-86.18019,286.18019
1010001010000101,0,,
1010001010000110,1,-55.094637,255.094637
1010001010000111,0,,
1010001010001000,1,-86.18019,286.18019
1010001010001001,0,,
1010001010001010,1,-55.094637,255.094637
1010001010001011,0,,
1010001010001100,1,-86.18019,286.18019
1010001010001101,0,,
1010001010001110,1,-55.094637,255.094637
1010001010001111,0,,
1010001010010000,0,,
1010001010010001,0,,
1010001010010010,0,,
1010001010010011,0,,
1010001010010100,0,,
1010001010010101,0,,
1010001010010110,0,,
1010001010010111,0,,
1010001010011000,0,,
1010001010011001,0,,
1010001010011010,0,,
1010001010011011,0,,
1010001010011100,0,,
1010001010011101,0,,
1010001010011110,0,,
1010001010011111,0,,
1010001010100000,1,-44.486245,244.486245
1010001010100001,0,,
1010001010100010,1,-26.906946,226.906946
1010001010100011,0,,
1010001010100100,0,,
1010001010100101,0,,
1010001010100110,0,,
1010001010100111,0,,
1010001010101000,1,-44.486245,244.486245
1010001010101001,0,,
1010001010101010,1,-26.906946,226.906946
1010001010101011,0,,
1010001010101100,0,,
1010001010101101,0,,
1010001010101110,0,,
1010001010101111,0,,
1010001010110000,0,,
1010001010110001,0,,
1010001010110010,0,,
1010001010110011,0,,
1010001010110100,0,,
1010001010110101,0,,
1010001010110110,0,,
1010001010110111,0,,
1010001010111000,0,,
1010001010111001,0,,
1010001010111010,0,,
1010001010111011,0,,
1010001010111100,0,,
1010001010111101,0,,
1010001010111110,0,,
1010001010111111,0,,
1010001011000000,1,-3.940113,203.940113
1010001011000001,0,,
1010001011000010,1,2.699118,197.300882
1010001011000011,0,,
1010001011000100,1,-3.940113,203.940113
1010001011000101,0,,
1010001011000110,1,2.699118,197.300882
1010001011000111,0,,
1010001011001000,0,,
1010001011001001,0,,
1010001011001010,0,,
1010001011001011,0,,
1010001011001100,0,,
1010001011001101,0,,
1010001011001110,0,,
1010001011001111,0,,
1010001011010000,0,,
1010001011010001,0,,
1010001011010010,0,,
1010001011010011,0,,
1010001011010100,0,,
1010001011010101,0,,
1010001011010110,0,,
1010001011010111,0,,
1010001011011000,0,,
1010001011011001,0,,
1010001011011010,0,,
1010001011011011,0,,
1010001011011100,0,,
1010001011011101,0,,
1010001011011110,0,,
1010001011011111,0,,
1010001011100000,1,29.10261,170.89739
1010001011100001,1,43.747904,156.252096
1010001011100010,1,26.880387,173.119613
1010001011100011,1,41.525682,158.474318
1010001011100100,0,,
1010001011100101,0,,
1010001011100110,0,,
1010001011100111,0,,
1010001011101000,0,,
1010001011101001,0,,
1010001011101010,0,,
1010001011101011,0,,
1010001011101100,0,,
1010001011101101,0,,
1010001011101110,0,,
1010001011101111,0,,
1010001011110000,0,,
1010001011110001,0,,
1010001011110010,0,,
1010001011110011,0,,
1010001011110100,0,,
1010001011110101,0,,
1010001011110110,0,,
1010001011110111,0,,
1010001011111000,0,,
1010001011111001,0,,
1010001011111010,0,,
1010001011111011,0,,
1010001011111100,0,,
1010001011111101,0,,
1010001011111110,0,,
1010001011111111,0,,
1010001100000000,1,-100.198838,300.198838
1010001100000001,0,,
1010001100000010,1,-61.214889,261.214889
1010001100000011,0,,
1010001100000100,1,-100.198838,300.198838
1010001100000101,0,,
1010001100000110,1,-61.214889,261.214889
1010001100000111,0,,
1010001100001000,1,-100.198838,300.198838
1010001100001001,0,,
1010001100001010,1,-61.214889,261.214889
1010001100001011,0,,
1010001100001100,1,-100.198838,300.198838
1010001100001101,0,,
1010001100001110,1,-61.214889,261.214889
1010001100001111,0,,
1010001100010000,1,-100.198838,300.198838
1010001100010001,0,,
1010001100010010,1,-61.214889,261.214889
1010001100010011,0,,
1010001100010100,1,-100.198838,300.198838
1010001100010101,0,,
1010001100010110,1,-61.214889,261.214889
1010001100010111,0,,
1010001100011000,1,-100.198838,300.198838
1010001100011001,0,,
1010001100011010,1,-61.214889,261.214889
1010001100011011,0,,
1010001100011100,1,-100.198838,300.198838
1010001100011101,0,,
1010001100011110,1,-61.214889,261.214889
1010001100011111,0,,
1010001100100000,1,-83.266331,283.266331
1010001100100001,0,,
1010001100100010,1,-52.180777,252.180777
1010001100100011,0,,
1010001100100100,1,-78.723463,278.723463
1010001100100101,0,,
1010001100100110,1,-47.63791,247.63791
1010001100100111,0,,
1010001100101000,1,-83.266331,283.266331
1010001100101001,0,,
1010001100101010,1,-52.180777,252.180777
1010001100101011,0,,
1010001100101100,1,-78.723463,278.723463
1010001100101101,0,,
1010001100101110,1,-47.63791,247.63791
1010001100101111,0,,
1010001100110000,1,-83.266331,283.266331
1010001100110001,0,,
1010001100110010,1,-52.180777,252.180777
1010001100110011,0,,
1010001100110100,1,-78.723463,278.723463
1010001100110101,0,,
1010001100110110,1,-47.63791,247.63791
1010001100110111,0,,
1010001100111000,1,-83.266331,283.266331
1010001100111001,0,,
1010001100111010,1,-52.180777,252.180777
1010001100111011,0,,
1010001100111100,1,-78.723463,278.723463
1010001100111101,0,,
1010001100111110,1,-47.63791,247.63791
1010001100111111,0,,
1010001101000000,1,-16.463669,216.463669
1010001101000001,0,,
1010001101000010,1,-4.6423,204.6423
1010001101000011,0,,
1010001101000100,1,-16.463669,216.463669
